,text,label,predicted_result
799,Our 10 Favorite Features Of Teslas Affordable New Car,clickbait,clickbait
800,Mauricio Pochettino backs Pep Guardiola to be successful at Manchester City,news,news
801,Digital arts take centre stage,news,news
802,25 Winter Hats Screaming Your Name This Holiday Season,clickbait,clickbait
803,Pauline Hanson denies using taxpayer money for One Nation's Queensland campaign,news,news
804,"38 Killed, Dozens Injured In Explosions Outside Turkish Stadium In Istanbul",clickbait,clickbait
805,HC judge will appear in SC to argue against collegiums transfer move,news,news
806,Australia vs Pakistan: Mohammad Hafeez to lead visitors in second ODI,news,news
807,Don't Be Fooled. These Photoshop Fails Are Completely Obvious. What Were These People Thinking?,clickbait,clickbait
808,Rafael Nadal holds off teenage talent Alexander Zverev in five set classic at Australian Open,news,news
809,Cash for courgettes! How to bribe kids to eat greens,news,news
810,Jagdalpur-Bhubaneswar Express derailment: Suresh Prabhu promises stringent action against guilty; toll rises to 39,news,news
811,"Planned Parenthood, Gloria Steinem, And Harry Belafonte Join Women's March On Washington Leaders",clickbait,clickbait
812,21 Terrible Puns That Seem Great Because Of Creative Illustration,clickbait,clickbait
813,Bangkok bombing: Thai police seek 10th suspect in deadly blast,news,news
814,Lucknow shift: Why father will remain Netaji but son is the neta,news,news
815,Which Side-Eye Are You?,clickbait,clickbait
816,People Really Think This &quot;Beauty And The Beast&quot; Doll Looks Like Justin Bieber,clickbait,clickbait
817,Twitter Is Being Flooded With Cat Pics In Response To The Berlin Attack,clickbait,clickbait
818,Borrowing Strangers' Dogs Helped Me Through Losing Mine,clickbait,clickbait
819,"Australian Open: Leander Paes off to winning start, Sania Mirza loses in womens doubles",news,news
820,Michael Gove gorges on cheesy puff of a Donald Trump interview | John Crace,news,news
821,There Is A Stress Poop Epidemic In America Right Now,clickbait,clickbait
822,Rati Agnihotri booked for power theft,news,news
823,17 Hilarious To-Do Lists From Kids,clickbait,clickbait
824,This Is What Happens When You Mix Disney Movies And Hard Alcohol,clickbait,clickbait
825,14 Abdorable Photos Of Puppies Caught Mid-Shake...#3 Is A Total Cutie,clickbait,clickbait
826,US-Based Turkish Cleric Denies Responsibility In Russian Ambassador Assassination,clickbait,clickbait
827,This Video Proves Why Toyota Dealers Could Never Star In Sketch Comedy,clickbait,clickbait
828,"Magic mushroom psychedelic may ease anxiety, depression",news,news
829,You Absolutely Need One Of These Ugly Sweater Suits For Your Holiday Party,clickbait,clickbait
830,27 Things That Happened That You Probably Never Heard Of-- They're Too Hipster,clickbait,clickbait
831,They Said 8 Pictures Of Karl Malone Wouldnt Get Clicks. They Underestimate Your Thirst For Viral,clickbait,clickbait
832,Punjab elections: Shiv Lal Doda opts out in favour of BJP in Abohar,news,news
833,Anurag Thakur elected Himachal Olympic Association president,news,news
834,A tough crowd at work is no joke  stand-up comedians share their tips,news,news
835,These amazing movie character portraits will leave you looking at these stars in a whole new wa,clickbait,news
836,Lionel Richie to produce Sammy Davis Jr biopic,news,news
837,Promoted Tweet For Nazi Site Highlights Twitter's Opaque Enforcement Policies,clickbait,clickbait
838,"Wife Of Orlando Nightclub Shooter Arrested, Charged With Obstruction",clickbait,clickbait
839,"Merkel made catastrophic mistake over open door to refugees, says Trump",news,news
840,West Bromwich Albions Fletcher and Brunt send Sunderland bottom,news,news
841,This Amazing New Website Lets You Search What Trump Has Said And Tweeted,clickbait,clickbait
842,5 reasons why you should add turmeric to your diet,news,news
843,"IIP growth: Factory output up 5.7%, fall in inflation",news,news
844,Which Christmas Dessert Matches Your Personality?,clickbait,clickbait
845,"Sanjay Nirupam, Mohan Prakash driving out partymen, tweets Gurudas Kamat",news,news
846,Lab notes: killer mice and interspecies sex put the 'wild' in wildlife,news,news
847,Tata Trusts-World Council on City Data: Initiative to help build data capabilities of cities launched,news,news
848,Nitish Katara murder case cost Rs 5.8 crore to state exchequer,news,news
849,"From The Outside, It's Just a Tiny Log Cabin... But Look Inside. Your Mind Will Explode",clickbait,clickbait
850,"How Well Do Your Ears Remember The ""Jurassic Park"" Movies?",clickbait,clickbait
851,This Beauty Queen Just Wants You To Be Yourself. See How She Does It,clickbait,clickbait
852,This Wife Was Pissed At Her Husband. What She Did About It Will Shock You,clickbait,clickbait
853,21 Disgusting Ingredients In The Food You Eat Every Day,clickbait,clickbait
854,The full text of Donald Trump's inauguration speech,news,news
855,ILO warns of rise in social unrest and migration as inequality widens,news,news
856,Greens parliamentarians defy Di Natale to defend Left Renewal faction,news,news
857,Trump May Be Forced To Stand Up To Russia Whether He Wants To Or Not,clickbait,clickbait
858,Hijack feared as Malaysian ship with Indian crew goes missing,news,news
859,"Trump inauguration: 217 arrested, 6 officers hurt in Washington protests",news,news
860,PWL 2: Punjab Royals lift trophy with scintillating 5-4 win over Haryana Hammers,news,news
861,31 Adorable Animal Facts That Will Brighten Your Day.  The Big Ears On #25 Is Too Cute,clickbait,clickbait
862,Three Oregon football players hospitalized after grueling workouts,news,news
863,25 Times Lee Pace Won Your Heart In 2014,clickbait,clickbait
864,Heres How To Protect Your Privacy In Trumps America,clickbait,clickbait
865,Gladys Berejiklian all but certain to be next NSW premier after rivals drop out,news,news
866,Theresa May to become first PM on the cover of American Vogue,news,news
867,Climate Change Is Already Taking A Toll On These Thanksgiving Staples,clickbait,clickbait
868,People Really Think This &quot;Beauty And The Beast&quot; Doll Looks Like Justin Bieber,clickbait,clickbait
869,This Master Carver Making Pliers From One Stick Of Wood Will Blow Your Mind,clickbait,clickbait
870,12 Things Lesbian And Bisexual Women Are Tired Of Seeing,clickbait,clickbait
871,In Trump We Trust: Inauguration prompts celebration in Russia,news,news
872,"We had envisioned this effort from Yuvraj Singh and MS Dhoni, says Virat Kohli",news,news
873,How can we reverse the UK's falling recycling rates? Read what happened during our Q&A,news,news
874,The FBI Never Asked For Access To Hacked Computer Servers,clickbait,clickbait
875,NHS pathology labs are ripe for privatisation and cuts,news,news
876,"Traffic police data: In 2016, cars accounted for most accidents in Mumbai",news,news
877,The Centrelink and expenses scandals reveal the rot at the heart of our democracy | Jason Wilson,news,news
878,19 Animals Who Do Yoga Better Than People. The Elephant In #14 Is Doing A Head Stand,clickbait,clickbait
879,Everybody Is Crying Over This Heartwarming Christmas Advert,clickbait,clickbait
880,I have no advice for Gladys Berejiklian but I do have some for the media | Kristina Keneally,news,news
881,"China urges Trump: be our friend, not our enemy",news,news
882,Delhi is the rape capital; NCRB data shows rape cases up 200% since 2012,news,news
883,"Khairlanji dalit family massacre: Waiting for justice, Bhaiyyalal Bhotmange dies of heart attack",news,news
884,20 People Who Should've Never Left Their Beds Today,clickbait,clickbait
885,"Hindu youth found dead in Bihars Muzaffarpur, 3 die in clash",news,news
886,19 Dogs You Rarely See At The Dog Park...I Want Them ALL,clickbait,clickbait
887,Some Students Wanted To Brighten Up Their City. So They Started Adding Color...EVERYWHERE,clickbait,clickbait
888,Horse racing and betting industries representatives pledge to work together,news,news
889,Teen Kills Herself In Front Of Family After Relentless Cyberbullying,clickbait,clickbait
890,"Suspect in custody unlikely to be Bangkok shrine bomber but definitely a conspirator, say Thai Police",news,news
891,23 Reasons Why 3D Printing Is Capable Of Things We Have Never Imagined,clickbait,clickbait
892,India selectors pick 29 players for U-19 matches against England colts,news,news
893,25 Mountain Photos That Will Make Anyone Become A Mountain Person,clickbait,clickbait
894,Kellyanne Conway Defends Trumps Continued Work With Celebrity Apprentice,clickbait,clickbait
895,Bruce Springsteen and the E Street Band review  theres no stopping the juggernaut,news,news
896,15 Toys You Threw Away That Are Now Worth A Fortune,clickbait,clickbait
897,RFUs Ian Ritchie happy with George North concussion review protocols,news,news
898,My new helper helps my family stop worrying,news,news
899,Theresa May's Brexit speech: what the national newspapers say | Roy Greenslade,news,news
900,"Irani Cup: Rest of India fight back, but Gujarat in drivers seat",news,news
901,The Shay Mitchell Guide To Killing It On Instagram,clickbait,clickbait
902,17 Reasons Coriander Is Just The Fucking Worst,clickbait,clickbait
903,15 Swanky Animals That Know How To Pose For A Pic,clickbait,clickbait
904,Johanna Konta smiles ahead in calm under pressure stats for Australian Open | Kevin Mitchell,news,news
905,Boosted's Latest Electric Board Is Recalled For Smoking Battery,clickbait,clickbait
906,Diet diary: The increasingly despairing battle against the bulge,news,news
907,Dashcam Video Appears To Show Texas Officer Shooting Black Man In The Back,clickbait,clickbait
908,Trump's inauguration crowd: Sean Spicer's claims versus the evidence,news,news
909,"Rocked By Fake News Crisis, Facebook Is Under Pressure To Open Up To Experts",clickbait,clickbait
910,17 Times Tumblr Taught Us Something For Once In Our Lives,clickbait,clickbait
911,This Artist Creates The Coolest Steampunk Art From Things You'd Never Expect,clickbait,clickbait
912,Trump's Top Ally In Congress Wants Investigation Into Dossier Leaker,clickbait,clickbait
913,This Transgender Boy Just Articulated Things Grown Ups Still Can't Figure Out,clickbait,clickbait
914,La La Land locations: 10 of the best to visit in Los Angeles,news,news
915,28 Stunning Ceilings That Will Steal All Of Your Attention. #5 Is Unlike Anything I've Seen,clickbait,clickbait
916,25 People Who Are Having A Worse Day Than You. #11 Is So Horrible Yet SO Funny,clickbait,clickbait
917,Horse racing tips: Thursday 19 January,news,news
918,Here's What The Hell Just Happened In Italy And Why It's A Big Deal,clickbait,clickbait
919,London NHS hospital trust hit by cyber-attack,news,news
920,"I told him not to rape me, I gave birth to you. He didnt hear a word",news,news
921,"LoC strikes, note ban changed the way world looks at India, says Amit Shah",news,news
922,24 Taylor Swift Reactions For Everyday Situations,clickbait,clickbait
923,7 Historic Conflicts That Could Have Been Resolved Amicably With A Good Meal,clickbait,clickbait
924,Japan floods: Helicopters pluck residents to safety as heavy rains lash Japan,news,news
925,Football transfer rumours: Phil Jagielka to reunite with Sunderland's David Moyes?,news,news
926,"Gautam Gambhir, Mohammad Kaifspeak in support of Zaira Wasim",news,news
927,"Car bomb in central Benghazi kills 1, wounds 13 including former interior minister",news,news
928,16 Puppies Who Were Under The Tree This Christmas Morning,clickbait,clickbait
929,BMC elections: Pre-poll talks hit roadblock as Sena takes umbrage over BJPs mafia raj allegation,news,news
930,"Mumbai: 2 days after NEET results, MBBS graduate ends life",news,news
931,This Artist Takes Kids' Drawings...But You'll Never Guess Why,clickbait,clickbait
932,Kolkata: Two held with banned cough syrup,news,news
933,Chikoo wine debuts at Palghars Chikoo festival,news,news
934,25 Beds That Look 10000 Times More Comfortable Than Any Bed You've Ever Slept In.,clickbait,clickbait
935,Carrie Fisher Wrote Her Own Fantastic Obituary,clickbait,clickbait
936,A Theory On How We're All Connected As Explained By Lego Bricks,clickbait,clickbait
937,These Are The Most Retweeted Tweets Of The Election,clickbait,clickbait
938,"Obama Creates Two More National Monuments, And A Possible Land War",clickbait,clickbait
939,Harrods stops taking cut of tips in its restaurants after protests,news,news
940,Wigan farm  and Blackpool's donkeys  are threatened by housebuilding plan,news,news
941,Four funerals and a wedding: Chinas Xi mends political bridges,news,news
942,Three teenagers get 37 years in jail for killing aspiring MC Myron Yarde,news,news
943,The 15 Worst Parents In the World,clickbait,clickbait
944,Bovis accused of pressuring buyers to move into unfinished homes,news,news
945,Republicans Try To Appear Tough On Russia  Without Criticizing Trump,clickbait,clickbait
946,Sudanese men arrested in Saudi Arabia for supporting 'stay-at-home' strikes,news,news
947,Fate of eight Turkish airmen is an acid test for democracy | Nick Cohen,news,news
948,The 9 Most Stunning Water Bungalows In The World. THIS Is What Paradise Looks Like,clickbait,clickbait
949,At First You Might Think This Is A Normal Grocery Store...But Then This Happens,clickbait,clickbait
950,More Than 200 People Arrested At Trump Inauguration Protests,clickbait,clickbait
951,Girl raped by her teacher in Ahmednagar,news,news
952,Here Is Proof That Aaron Paul Is Actually The Most Amazing Human On This Planet,clickbait,clickbait
953,"Australian Open: Leander Paes off to winning start, Sania Mirza loses in womens doubles",news,news
954,Historically Black College Accepts Trump's Invitation To Perform At Inaugural Parade,clickbait,clickbait
955,These 16 Cartoons & Their Human Lookalikes Will Make You Lose Your Sh*t,clickbait,clickbait
956,Jared Kushner and Ivanka Trump: new role as DC power couple raises alarm,news,news
957,Powerful storms kill in 16 southeast US,news,news
958,"For the elderly in Kolkata, a chance at a new lease of life",news,news
959,"West Bengal: Birbhum to get baul academy, Mamata Banerjee lays out tourism plans",news,news
960,"Would You Survive ""The 5th Wave""?",clickbait,clickbait
961,Delhi: No HC order on row over assembly secretary,news,news
962,"And Now, The Starting Lineup For Your Chicago Bulls!",clickbait,clickbait
963,Get Used To High Drug Prices As Big Pharma Emerges From Election Stronger Than Ever,clickbait,clickbait
964,South Koreas culture minister arrested over arts blacklist in political scandal,news,news
965,Two suspects arrested in Bangladesh blogger murder case,news,news
966,At First I Thought This Was An Old Typewriter...But It's More Modern Than I Expected,clickbait,clickbait
967,Online group therapy may prove as an effective treatment for eating disorder,news,news
968,Davos without Donald Trump is like Hamlet without the prince,news,news
969,Here Are The Official Rules For Your Emmy Awards Drinking Game,clickbait,clickbait
970,After hours: capturing the journey home from New York City's gay nightclubs,news,news
971,Mumbai: 2 Mumbra men arrested for chain-snatching,news,news
972,Gove on Trump: an inside look at the interview of the century,news,news
973,"Choron ke sardar hit, so they are upset: PM Modi on demonetisation",news,news
974,"As PM Modi urges higher tax from stock market, Finance Minister clarifies",news,news
975,"Turkish parliament approves presidential system, paving way for referendum",news,news
976,"UK cosying up to Trump over Middle East peace process, say EU ministers",news,news
977,"The State Department's Spokesperson Totally Went Off On ""Russia Today""",clickbait,clickbait
978,Refrigerator Ruled Out As Cause Of Deadly Oakland Warehouse Fire,clickbait,clickbait
979,"Azhar Ali to lose ODI captaincy, Sarfraz Ahmed likely to take over",news,news
980,Indigenous man filmed with whole-body tremors days after being tasered by police,news,news
981,New band of the week: Magnus Bechmann (No 135)  sweet-toothed grunge-pop,news,news
982,Ever Seen Pothole Art? You Won't Be Able To See Potholes The Same Way Again...,clickbait,clickbait
983,Do You Know What Happened In Tech The First Week Of December?,clickbait,clickbait
984,Starwatch: Orion at his evening best,news,news
985,BMC has no right to levy tax till roads are pothole-free: BJP,news,news
986,These Scary Movie Questions Will Reveal Your Exact Location And Age,clickbait,clickbait
987,Police Broke Into A Car To Save A Mannequin That Looked Too Damn Real,clickbait,clickbait
988,Mona Meshram drafted in Indian womens team for World Cup Qualifiers,news,news
989,"Trump Says Parts Of The Wall May Actually Be A Fence In Extensive ""60 Minutes"" Interview",clickbait,clickbait
990,Art and Siobhan Davies Dance: this weeks best UK theatre and dance,news,news
991,15 Amazing Cakes For The Social Media Whore In Your Life,clickbait,clickbait
992,"India vs England: No president, so no box tickets to BCCI for T20I clash at Nagpur",news,news
993,Hunter Kills Deer With 8-Point Antlers That Turns Out To Be A Doe,clickbait,clickbait
994,"On his first day, Trump begins to set up his administration",news,news
995,8 ways to escape the rat race,news,news
996,A Muslim Producer Was So Sick Of Labels He Got Millennials Around The World To Tell Their Own St,clickbait,clickbait
997,"Trump warming to reality of climate change, says senior Chinese official",news,news
998,Mumbai Congress launches street play mocking Sena-BJP rule,news,news
999,"This Man Is Too Obsessed With Miley Cyrus. When You See This, You'll Know Why.",clickbait,clickbait
1000,21 Easy Christmas Party Cocktails To Make This Year,clickbait,clickbait
1001,"Without a path from protest to power, the Women's March will end up like Occupy",news,news
1002,13 Brilliant Umbrellas That Will Make Any Rainy Day Better,clickbait,clickbait
1003,Trump Picks Oil And Gas Ally For Environment Post,clickbait,clickbait
1004,24 Things You Should Know About The Man Who Might Be France's Next President,clickbait,clickbait
1005,"If You Aren't A Morning Person, This Dog Knows Exactly How You Feel...Aww",clickbait,clickbait
1006,"Demonetisation: Poor have accepted decision, we dont see them as vote bank, says PM Modi",news,news
1007,Court Backlog Could Get Way Bigger If Trump Follows Through On Deportation Plans,clickbait,clickbait
1008,People Are Donating To Planned Parenthood Under Trump's Name,clickbait,clickbait
1009,"These Parents Threw A Lit ""Divorce Party"" To Make Their Split Less Awkward",clickbait,clickbait
1010,These Two Women Have Waited 72 Years For This Day. This Is Truly Inspiring,clickbait,clickbait
1011,"Thane: Police crack gold loan company heist case, 3 held",news,news
1012,Liverpools Jrgen Klopp seeks legal advice over Jol Matip stalemate,news,news
1013,25 Delicious Christmas Cookies Santa's Guaranteed To Love,clickbait,clickbait
1014,"American Crime Story to cover Monica Lewinsky sex scandal, reports say",news,news
1015,These Might Be The Most Fun And Whimsical Gardens In The World,clickbait,clickbait
1016,Philip Rivers says Chargers' move from San Diego to LA has left him 'numb',news,news
1017,Police Officer Suspended After Flying Confederate Flag To An Anti-Trump Protest,clickbait,clickbait
1018,"Women protest march in Washington against President Donald Trump demeaning comments about Women, Mexicans and Muslims",news,news
1019,This Is Proof That Americans Don't Know Anything About Canada. Yep. This Is Real,clickbait,clickbait
1020,Google Parent Alphabet Spins Out Self-Driving Car Company As Waymo,clickbait,clickbait
1021,Man killed by crocodile at Cahill's Crossing in Kakadu national park,news,news
1022,A Jewish Couple Say They Received A Racist Note After Hanging A Black Lives Matter Flag,clickbait,clickbait
1023,"Japan Lost In The World Cup, But What Their Fans Did With Trash Bags Afterwards Is Inspiring",clickbait,clickbait
1024,"A new concert hall for London? The artistic case is clear, the political one less so",news,news
1025,I Knew Cats Hated People...But This Cat Has The Scariest B*tch Face I've Ever Seen.,clickbait,clickbait
1026,"This Parody Of ""D*ck In A Box"" Should Be Outlawed",clickbait,clickbait
1027,29 People Who Need To Stay In Their Homes For The Rest Of Their Lives. #7 Is A Nightmare,clickbait,clickbait
1028,Brexit doesn't have to be a disaster for universities,news,news
1029,How old-school sitcoms made their triumphant return,news,news
1030,15 Reasons Why  Life Was Worse Before Modern Technology. OMG When You See #4,clickbait,clickbait
1031,Wayne Rooney: breaking Manchester United scoring record a huge honour,news,news
1032,15 Biopic Actors And Their Uncannily Similar Real Life Counterparts,clickbait,clickbait
1033,Satluj-Yamuna Link canal row: SC says parties cant flout decree passed by it,news,news
1034,I-T to probe 25 suspicious transactions worth Rs 250 crore,news,news
1035,I Usually Love Roller Coasters But I Don't Know If I Could Handle One This Intense!,clickbait,clickbait
1036,When Innocent Signs Go Awry. What Did These Signs Do To Deserve This?,clickbait,clickbait
1037,This Is What Happens When You Do Magic For A Dog,clickbait,clickbait
1038,These Modernized Paintings Will You Make You Look At Art In A Totally New Way,clickbait,clickbait
1039,Anthony Michael Hall Charged With Assault After Fighting With Neighbor,clickbait,clickbait
1040,This Teen Found Her Cat Giving Birth Under The Christmas Tree,clickbait,clickbait
1041,Trump Reportedly Wants Nuclear &quot;Arms Race&quot; With Russia,clickbait,clickbait
1042,You Will Not Find Hotter Pictures Of Kate Upton AnywhereThis I Vow [UPDATED],clickbait,clickbait
1043,Lockwood Kipling and Lubaina Himid: this weeks best UK exhibitions,news,news
1044,Mostly Fish,clickbait,news
1045,"Sister Suspected Of Killing Her Twin In Hawaii Cliff Crash Is ""Very Distraught""",clickbait,clickbait
1046,The Underappreciated Movie Moments You Probably Missed This Month,clickbait,clickbait
1047,20 Old People Who Gave Zero F*cks About Their Outfits,clickbait,clickbait
1048,6 Things To Know About The Future Of Transportation,clickbait,clickbait
1049,England fined for slow over-rate in second ODI,news,news
1050,15 Lucky Animals That Were Able To Recover From Serious Injury Thanks To Modern Medicine,clickbait,clickbait
1051,21 Touching Photos That Prove Animals And Humans Belong Together. #4 Gave Me Chills,clickbait,clickbait
1052,Betsy DeVos hearing prompts fears for campus sexual assault protections,news,news
1053,What Is The Best Christmas Present You Have Ever Got From Your Partner,clickbait,clickbait
1054,Trump revealed his presidential dream to me in 1988. Now the nightmare begins | Polly Toynbee,news,news
1055,11 Unbelievable Photos Spotted on Real Russian Dating Sites,clickbait,clickbait
1056,11 Halloween Costumes For Your Pet That Are Straight Up Too Cute For Words,clickbait,clickbait
1057,The 17 Most Breathtaking Waterfalls In The World,clickbait,clickbait
1058,Missing 1-2 hours of sleep doubles crash risk: Study,news,news
1059,14 Black And White Portraits Of Faces Painted Black And White. #4 Is So Trippy,clickbait,clickbait
1060,Tom Hardy fuels James Bond rumours,news,news
1061,22 Secret Thoughts Every Girl Has Had At Some Point,clickbait,clickbait
1062,20 Amazing Mugs You Need In Your Life Today...Why Am I Not Drinking Out Of #4 Now?,clickbait,clickbait
1063,Agra: Bus passengers robbed on Yamuna Expressway,news,news
1064,Can We Guess Your Eye And Hair Color With This Bizarre Fast-Food Test?,clickbait,clickbait
1065,9 Questions Your Family Will Definitely Ask During The Holidays,clickbait,clickbait
1066,Trump Offers Housing Secretary Job To Ben Carson,clickbait,clickbait
1067,A Cross-Country Runner Was Literally Run Over By A Deer Because 2016,clickbait,clickbait
1068,This Dog Nearly Lost Its Life After It Was Hit By A Car. Then Something Amazing Happened,clickbait,clickbait
1069,Two suspects arrested in Bangladesh blogger murder case,news,news
1070,17 Yearbook Photos You Would Definitely Re-Take. I Have No Clue Why These People Didn't.,clickbait,clickbait
1071,Sports Direct risks fresh shareholder anger with review appointment,news,news
1072,West Bengal: Homestay policy likely to be tabled in next cabinet meeting,news,news
1073,The Trump Protests Are Past The Point Of Growing Into A Movement,clickbait,clickbait
1074,5 Of Dads Friends You Should Drop A Line To,clickbait,clickbait
1075,Hope the 3 lakh China PLA troop reduction will be done with clarity: Japan,news,news
1076,Olive Braman obituary,news,news
1077,Moderates are the real tough guys,news,news
1078,"John Terry not leaving Chelsea in January, says Antonio Conte",news,news
1079,New York: First detection of bird flu spread from cat to human,news,news
1080,This Dog Was Born With Only Two Legs...But That's Not Slowing Him Down,clickbait,clickbait
1081,White House website switches over to Trump's 'America-first' policy agenda,news,news
1082,Jose Mourinho frustrated by Manchester United not converting chances,clickbait,news
1083,"Delhi: Boy falls in drain and dies; DDA, SDMC trade charges",news,news
1084,Only a two-state solution will bring peace to the Middle East. Lets help to realise it | Vincent Fean,news,news
1085,Japan criticised after whale slaughtered in Australian waters,news,news
1086,"Young Fathers, Underworld, Wolf Alice and the Clash aboard T2 soundtrack",news,news
1087,"Jallikattu protest: Crowds dispersing slowly from Marina beach, state informs Centre",news,news
1088,10 Surprisingly Effective 2 P.M. Pick-Me-Ups,clickbait,clickbait
1089,Wed Wabbit by Lissa Evans review  a properly funny fantasy adventure,news,news
1090,Professor's Racist And Anti-Gay Language Sets Off Free-Speech Battle On Campus,clickbait,clickbait
1091,"A letter to  My estranged daughter, who doesnt want to talk to me",news,news
1092,"Australian Open Day 8, as it happened: Nadal, Raonic, Serena win",news,news
1093,Students allege surveillance at IIMC after one is suspended for critical piece on institute,news,news
1094,Anna Kendrick to play female Santa Claus,news,news
1095,Andy Murray makes commitment to play at Queens Club for rest of career,news,news
1096,Bihar: Five injured in acid attack by a woman,news,news
1097,These 23 Sarcastic People Are Taking The World By Storm. #4 Is Kind Of Brilliant,clickbait,clickbait
1098,"Social activist Bela Bhatia threatened, asked to leave Bastar in 24 hours",news,news
1099,Jose Mourinho says he understands the lure of China,news,news
1100,"At loggerheads with ministry, AAI loses rights to host Asia Cup",news,news
1101,60mph speed limit for M1 under consideration to combat air pollution,news,news
1102,Leslie Knope Wrote A Letter To America After The Election,clickbait,clickbait
1103,Theresa May reluctant to challenge Trump's 'unacceptable' sexism,news,news
1104,This Is Just A Normal Park...Until The Seasons Change. I Can't Believe This Really Exists,clickbait,clickbait
1105,"Los Angeles, lovers and light: David Hockney at 80",news,news
1106,9 Old People Recreated Their Favorite Movie Scenes And The Result Is Totally Awesome,clickbait,clickbait
1107,"In the fight for climate justice, indigenous people set the path  and lead the way | Julian Brave NoiseCat",news,news
1108,12 People Who Got Exactly What They Deserved...And The Bird In #7 Deserved That Too,clickbait,clickbait
1109,15 Celebs With Their Eerily-Similar Stunt Doubles,clickbait,clickbait
1110,Maharashtra govt steps up efforts to save freshwater tiger,news,news
1111,21 3D Chalk Drawings You Won't Believe Are Real,clickbait,clickbait
1112,34 Detained In Spanish Match-Fixing Investigation,clickbait,clickbait
1113,Obama Says He Won't Stay Silent If Trump Pushes Discrimination,clickbait,clickbait
1114,17 Charming Villages That Look Like Something Out of a Disney Movie. Wait Until You See Burano.,clickbait,clickbait
1115,"Poem cut short, cycle ride that wasnt to be: 12 children die in Etah on way to school",news,news
1116,This Painter's Breathtaking Artwork Makes A HUGE Impact...Wait Until You See How,clickbait,clickbait
1117,"China could take years to build football culture, says Arsene Wenger",news,news
1118,7 Ways Actors Went Above And Beyond To Prepare For Their Film Roles,clickbait,clickbait
1119,8 Creepy Caterpillars That Could Star In Their Own Horror Movie... The Lobster Caterpillar Is S,clickbait,clickbait
1120,Europe thought it had a monopoly on artistic genius. Hokusai proved it wrong | Jonathan Jones,news,news
1121,"A pay cap is not only unworkable, it also detracts from the goal of a fairer society | Will Hutton",news,news
1122,Struggling hospitals brace for further spike in demand during cold snap,news,news
1123,19 Innovative Kitchen Hacks Discovered By Accident,clickbait,clickbait
1124,21 Awe-Inspiring Castles That Still Exist,clickbait,clickbait
1125,Andy Murray will need to box clever against Andrey Rublev,news,news
1126,Mumbai has a healthy run: Fewer injuries than previous years,news,news
1127,World Government Summit to be held in Dubai next month,news,news
1128,21 Simple Life-improving Tips For Men,clickbait,clickbait
1129,One Nation candidates push anti-gay messages and Port Arthur conspiracy theory,news,news
1130,1967: Music in the Key of Yes review  an impassioned retrospective on Indigenous rights,news,news
1131,This Internet Theory Suggests All Pixar Fans Live In The Same Universe,clickbait,clickbait
1132,Southamptons Nathan Redmond can silence doubters in Liverpool semi-final | Paul Doyle,news,news
1133,"Mumbai: As cricket club raises its boundaries, there is relief all around",news,news
1134,17 Animals Trying To Hide. The Result Is Adorable,clickbait,clickbait
1135,A Turkish Bill Allowing Men To Marry Underage Girls Has Been Delayed,clickbait,clickbait
1136,Meet the Trumps: From Immigrant to President review  a warning from history,news,news
1137,"Diplomats, wage caps and dossiers: this week at Guardian conference",news,news
1138,This Muslim-Owned Restaurant Is Doing Its Bit For The Homeless This Christmas,clickbait,clickbait
1139,Tom Arscott sacked by Sale over alleged leak of information to Bristol,news,news
1140,17 Dogs Who Made A Huge Mistake,clickbait,clickbait
1141,A Message From The Elf On The Shelf,clickbait,clickbait
1142,15 Badass Disney Re-Creations With Steampunk Flare. Ariel Looks Absolutely Awesome,clickbait,clickbait
1143,These Two Little Kittens Are Getting Turnt Up And It Is Absolutely Amazing,clickbait,clickbait
1144,21 Incredibly Real Poop Moments That Will Make You Laugh,clickbait,clickbait
1145,The 15 Most Impressively Lazy Decisions In History,clickbait,clickbait
1146,Policeman quits force to contest BMC polls,news,news
1147,17 Impressive Facts You'll Never Learn In School. Seriously #4 Is Witchcraft,clickbait,clickbait
1148,Team of doctors rushed to train mishap site: Venkaiah Naidu,news,news
1149,19 Joyful Moments Being Experienced For The Very First Time,clickbait,clickbait
1150,Four homeless people die of exposure in Portland in first 10 days of 2017,news,news
1151,Nick Kyrgios shows his many sides to explain defeat in Australian Open | Russell Jackson,news,news
1152,The Way This Man Finds Out His Wife Has Been Cheating On Him Is Savage,clickbait,clickbait
1153,17 Things Grandmas Are Doing Today,clickbait,clickbait
1154,Menace Beach: Lemon Memory review  motorik and mind-expanding psych,news,news
1155,The Top 9 Photos Of Sharon Osbourne After Her Tooth Fell Out On Live Television,clickbait,clickbait
1156,The Worlds Dumbest Criminals,clickbait,clickbait
1157,Epic Antarctic voyage maps seafloor to predict ocean rise as glacier the size of California melts,news,news
1158,Football League your thoughts: Norwich are floored by Rotherham revival,news,news
1159,Thailand court issues warrant for suspect in second bomb blast,news,news
1160,Twelve things you need to know about driverless cars,news,news
1161,These 19 Kids Tried To Grow Up Just A Few Years Too Early And It's Hilarious,clickbait,clickbait
1162,"MS Dhoni sweats it out in the nets ahead of second ODI against England, watch video",news,news
1163,Ever Wondered What A World Without Ads Looked Like? These 13 Pics Demonstrate,clickbait,clickbait
1164,19 School Powerpoint Presentations That Give Zero Fucks,clickbait,clickbait
